datetime,open,high,low,close,volume
2017-08-17 00:00:00+00:00,301.1300000000,312.1800000000,298.0000000000,302.0000000000,7030.7103400000
2017-08-18 00:00:00+00:00,302.0000000000,311.7900000000,283.9400000000,293.9600000000,9537.8464600000
2017-08-19 00:00:00+00:00,293.3100000000,299.9000000000,278.0000000000,290.9100000000,2146.1977300000
2017-08-20 00:00:00+00:00,289.4100000000,300.5300000000,282.8500000000,299.1000000000,2510.1387100000
2017-08-21 00:00:00+00:00,299.1000000000,346.5200000000,294.6000000000,323.2900000000,5219.4454200000
2017-08-22 00:00:00+00:00,321.0400000000,330.4100000000,144.2100000000,309.8000000000,7956.3508800000
2017-08-23 00:00:00+00:00,312.2500000000,324.9900000000,309.4100000000,315.7400000000,8665.7256900000
2017-08-24 00:00:00+00:00,315.7400000000,328.0400000000,314.0100000000,323.4200000000,6753.2719200000
2017-08-25 00:00:00+00:00,323.4200000000,338.2800000000,323.4200000000,327.2400000000,7125.9696200000
2017-08-26 00:00:00+00:00,327.2400000000,335.4400000000,323.4100000000,330.7900000000,4877.6852100000
2017-08-27 00:00:00+00:00,332.1800000000,348.1300000000,330.7300000000,348.1300000000,4635.4371500000
2017-08-28 00:00:00+00:00,348.1100000000,351.0000000000,331.9500000000,346.0000000000,4279.1817000000
2017-08-29 00:00:00+00:00,347.0000000000,377.6000000000,346.0000000000,374.7000000000,3032.1342500000
2017-08-30 00:00:00+00:00,374.7000000000,393.7100000000,362.0500000000,385.9300000000,4446.5960800000
2017-08-31 00:00:00+00:00,384.6400000000,389.3600000000,377.7800000000,384.7900000000,4435.8685500000
2017-09-01 00:00:00+00:00,386.4400000000,394.3900000000,383.1800000000,388.4600000000,4198.6843400000
2017-09-02 00:00:00+00:00,388.5800000000,394.3200000000,320.0800000000,343.1400000000,8240.3272400000
2017-09-03 00:00:00+00:00,343.5600000000,367.2800000000,320.0800000000,341.7700000000,5253.6221100000
2017-09-04 00:00:00+00:00,339.2900000000,344.5500000000,267.9400000000,283.7700000000,6737.8106100000
2017-09-05 00:00:00+00:00,286.8100000000,321.5200000000,235.5500000000,312.0900000000,8344.4192400000
2017-09-06 00:00:00+00:00,313.2900000000,336.3400000000,312.0900000000,335.0000000000,5486.3098800000
2017-09-07 00:00:00+00:00,335.0100000000,342.5000000000,320.1700000000,334.4900000000,3103.8974500000
2017-09-08 00:00:00+00:00,334.4900000000,335.1000000000,272.0000000000,302.9900000000,4915.7569300000
2017-09-09 00:00:00+00:00,300.0100000000,307.0000000000,281.6600000000,296.7400000000,2740.5882200000
2017-09-10 00:00:00+00:00,296.7200000000,302.7800000000,261.0300000000,293.5000000000,4156.4509900000
2017-09-11 00:00:00+00:00,293.5100000000,304.9800000000,285.2100000000,297.3000000000,4829.6464700000
2017-09-12 00:00:00+00:00,297.7800000000,316.4600000000,286.0100000000,293.9600000000,5176.3140200000
2017-09-13 00:00:00+00:00,293.9300000000,294.5000000000,257.0500000000,276.9100000000,6451.2283600000
2017-09-14 00:00:00+00:00,275.7600000000,283.7700000000,215.0000000000,215.2100000000,12601.9567600000
2017-09-15 00:00:00+00:00,217.0000000000,270.9300000000,192.0000000000,253.0000000000,14223.8953000000
2017-09-16 00:00:00+00:00,255.9900000000,271.8100000000,235.5100000000,249.3100000000,10362.0601100000
2017-09-17 00:00:00+00:00,249.3200000000,264.3900000000,239.0200000000,257.5500000000,4614.5333700000
2017-09-18 00:00:00+00:00,257.5300000000,306.2200000000,257.1100000000,294.5700000000,4125.9705100000
2017-09-19 00:00:00+00:00,296.0000000000,300.0000000000,277.4100000000,284.0000000000,1869.9085200000
2017-09-20 00:00:00+00:00,284.0100000000,294.0000000000,275.9100000000,282.0000000000,1060.5673400000
2017-09-21 00:00:00+00:00,285.1000000000,287.0000000000,252.1000000000,257.0000000000,1912.5558300000
2017-09-22 00:00:00+00:00,258.0000000000,272.9700000000,253.0100000000,264.0000000000,1464.5125000000
2017-09-23 00:00:00+00:00,259.9900000000,286.2300000000,255.1100000000,285.9300000000,2824.3357200000
2017-09-24 00:00:00+00:00,286.5000000000,294.6100000000,275.0000000000,282.0000000000,5575.5442200000
2017-09-25 00:00:00+00:00,282.0000000000,299.0000000000,281.3400000000,294.4200000000,5870.4803500000
2017-09-26 00:00:00+00:00,294.4200000000,296.8100000000,286.2400000000,287.9000000000,4566.9280400000
2017-09-27 00:00:00+00:00,289.9100000000,313.0000000000,286.1300000000,309.7400000000,5518.1038200000
2017-09-28 00:00:00+00:00,309.8100000000,311.8100000000,296.8900000000,302.4400000000,6600.9092200000
2017-09-29 00:00:00+00:00,302.4400000000,303.0000000000,274.0000000000,292.2200000000,11089.1990200000
2017-09-30 00:00:00+00:00,292.6200000000,307.4900000000,292.2200000000,304.3600000000,4020.6079500000
2017-10-01 00:00:00+00:00,305.1300000000,306.0000000000,294.0000000000,303.9500000000,5060.0575800000
2017-10-02 00:00:00+00:00,303.9400000000,305.0000000000,295.0000000000,296.5000000000,3710.8374700000
2017-10-03 00:00:00+00:00,298.1500000000,301.9900000000,283.1800000000,292.4800000000,5546.8570200000
2017-10-04 00:00:00+00:00,292.4700000000,297.9700000000,288.0000000000,291.9900000000,4014.8879200000
2017-10-05 00:00:00+00:00,290.0000000000,297.4400000000,285.5300000000,294.8100000000,3412.3901600000
2017-10-06 00:00:00+00:00,294.7800000000,310.8000000000,293.7800000000,310.8000000000,3541.0235900000
2017-10-07 00:00:00+00:00,309.9000000000,318.5000000000,303.6000000000,311.0100000000,2165.7907600000
2017-10-08 00:00:00+00:00,311.0800000000,317.0700000000,309.0000000000,311.0700000000,2960.9319800000
2017-10-09 00:00:00+00:00,311.1300000000,312.1300000000,286.6500000000,297.1900000000,4885.3786300000
2017-10-10 00:00:00+00:00,297.3500000000,308.5600000000,293.0000000000,298.6400000000,6749.2746800000
2017-10-11 00:00:00+00:00,300.8800000000,305.5000000000,298.0200000000,304.0100000000,3724.6863000000
2017-10-12 00:00:00+00:00,304.0100000000,310.0000000000,302.7100000000,303.9900000000,7827.7559600000
2017-10-13 00:00:00+00:00,303.5200000000,353.9600000000,297.0000000000,337.9600000000,17925.3658500000
2017-10-14 00:00:00+00:00,337.9600000000,349.8000000000,335.0000000000,342.0000000000,7731.9646900000
2017-10-15 00:00:00+00:00,342.0000000000,348.0000000000,316.1700000000,337.9600000000,10011.3470800000
2017-10-16 00:00:00+00:00,337.5000000000,354.0000000000,332.7800000000,335.1900000000,8663.4709700000
2017-10-17 00:00:00+00:00,335.1800000000,336.5800000000,312.6500000000,315.1900000000,8146.7435600000
2017-10-18 00:00:00+00:00,315.1900000000,318.0000000000,284.6800000000,309.7000000000,12908.0454000000
2017-10-19 00:00:00+00:00,311.5200000000,315.0000000000,300.0000000000,308.6600000000,8678.7473900000
2017-10-20 00:00:00+00:00,308.6600000000,311.1800000000,302.0000000000,304.5100000000,8739.3176400000
2017-10-21 00:00:00+00:00,304.5100000000,305.3400000000,290.0000000000,298.9400000000,8591.6312100000
2017-10-22 00:00:00+00:00,298.9900000000,306.9900000000,290.0000000000,293.7900000000,7173.0689300000
2017-10-23 00:00:00+00:00,293.7800000000,294.6000000000,272.2000000000,281.0900000000,9658.7840400000
2017-10-24 00:00:00+00:00,282.2700000000,310.0000000000,275.5000000000,297.3800000000,14066.6792400000
2017-10-25 00:00:00+00:00,295.4300000000,300.0000000000,281.0000000000,294.4900000000,9703.0926100000
2017-10-26 00:00:00+00:00,294.1000000000,299.7600000000,291.0300000000,294.7100000000,7813.0271700000
2017-10-27 00:00:00+00:00,294.7200000000,298.1000000000,292.0300000000,296.3300000000,6272.1480200000
2017-10-28 00:00:00+00:00,296.1400000000,297.0000000000,290.1000000000,291.8700000000,5848.8658900000
2017-10-29 00:00:00+00:00,291.8600000000,309.4000000000,291.8600000000,305.0000000000,9019.1331500000
2017-10-30 00:00:00+00:00,305.0000000000,316.0000000000,302.1000000000,307.2500000000,8946.1202600000
2017-10-31 00:00:00+00:00,305.9500000000,309.9900000000,304.0100000000,304.9000000000,7640.4118200000
2017-11-01 00:00:00+00:00,304.8900000000,305.9000000000,286.3400000000,287.0100000000,9843.1666000000
2017-11-02 00:00:00+00:00,287.3000000000,293.0000000000,274.7300000000,283.1200000000,13423.8572000000
2017-11-03 00:00:00+00:00,283.1200000000,307.0000000000,282.0000000000,304.0800000000,8194.0346500000
2017-11-04 00:00:00+00:00,304.0900000000,304.9900000000,292.1100000000,298.0400000000,7828.4174400000
2017-11-05 00:00:00+00:00,298.1000000000,302.1400000000,293.1300000000,295.5300000000,6638.4211900000
2017-11-06 00:00:00+00:00,295.1900000000,305.5800000000,290.1100000000,297.9700000000,7515.5010300000
2017-11-07 00:00:00+00:00,297.2500000000,303.5200000000,287.0000000000,291.7800000000,9418.5788100000
2017-11-08 00:00:00+00:00,291.3100000000,320.0000000000,290.0200000000,303.0200000000,15961.8577200000
2017-11-09 00:00:00+00:00,303.6000000000,329.0000000000,299.5000000000,317.8700000000,11151.2994600000
2017-11-10 00:00:00+00:00,318.5000000000,322.6500000000,285.8200000000,293.5000000000,15597.1655700000
2017-11-11 00:00:00+00:00,293.5200000000,318.0000000000,291.9100000000,310.0200000000,10850.1627900000
2017-11-12 00:00:00+00:00,310.8700000000,316.9900000000,281.0100000000,305.2400000000,21123.1531900000
2017-11-13 00:00:00+00:00,304.0000000000,318.8800000000,303.7000000000,312.9900000000,15551.6743400000
2017-11-14 00:00:00+00:00,313.0000000000,337.5400000000,312.9400000000,335.6100000000,17709.2227000000
2017-11-15 00:00:00+00:00,335.6000000000,339.0000000000,324.0000000000,331.3300000000,15597.1613100000
2017-11-16 00:00:00+00:00,330.9800000000,334.7500000000,321.4100000000,331.4900000000,14145.7169600000
2017-11-17 00:00:00+00:00,331.4900000000,334.6000000000,323.8400000000,331.2300000000,18042.0254400000
2017-11-18 00:00:00+00:00,331.2000000000,349.9000000000,326.0100000000,346.6600000000,14361.4973000000
2017-11-19 00:00:00+00:00,346.6600000000,373.5600000000,343.0700000000,354.1500000000,19397.7489800000
2017-11-20 00:00:00+00:00,355.1500000000,372.5000000000,353.9000000000,367.4200000000,18277.0194000000
2017-11-21 00:00:00+00:00,367.4200000000,375.5000000000,350.0200000000,362.1200000000,26237.6439800000
2017-11-22 00:00:00+00:00,362.1200000000,384.8400000000,359.0000000000,380.6500000000,18121.5848400000
2017-11-23 00:00:00+00:00,380.6300000000,425.0000000000,370.0200000000,405.0000000000,25409.0011100000
2017-11-24 00:00:00+00:00,405.0300000000,475.0000000000,392.8000000000,469.0000000000,30398.3583100000
2017-11-25 00:00:00+00:00,467.5700000000,484.4700000000,450.0000000000,461.8200000000,21428.6311700000
2017-11-26 00:00:00+00:00,461.0000000000,465.0000000000,436.1400000000,462.8400000000,21691.1175900000
2017-11-27 00:00:00+00:00,462.8400000000,486.9400000000,453.0000000000,472.3100000000,23761.1141600000
2017-11-28 00:00:00+00:00,472.3200000000,477.5000000000,453.5000000000,466.1700000000,23967.2481600000
2017-11-29 00:00:00+00:00,466.1700000000,515.0000000000,385.0000000000,421.7000000000,51313.4957100000
2017-11-30 00:00:00+00:00,421.9200000000,460.0000000000,387.0100000000,427.4300000000,45184.2226500000
2017-12-01 00:00:00+00:00,428.0500000000,465.9700000000,413.7400000000,457.5100000000,33072.2199500000
2017-12-02 00:00:00+00:00,457.5300000000,471.9100000000,445.0000000000,457.6300000000,25796.1400000000
2017-12-03 00:00:00+00:00,457.3100000000,485.9000000000,440.1100000000,460.3000000000,24490.0599700000
2017-12-04 00:00:00+00:00,460.3000000000,470.9800000000,445.0000000000,466.6700000000,23182.6594900000
2017-12-05 00:00:00+00:00,466.6600000000,468.6700000000,445.2100000000,452.2600000000,25387.1169500000
2017-12-06 00:00:00+00:00,452.2600000000,455.1000000000,400.0000000000,411.0100000000,38638.7603600000
2017-12-07 00:00:00+00:00,413.5000000000,427.6100000000,375.0100000000,406.3300000000,41343.7326900000
2017-12-08 00:00:00+00:00,406.5200000000,456.7800000000,390.0000000000,442.5600000000,41064.6030500000
2017-12-09 00:00:00+00:00,442.5600000000,488.0000000000,426.4000000000,460.0000000000,41918.3404400000
2017-12-10 00:00:00+00:00,460.0000000000,460.0500000000,403.2000000000,427.3500000000,34919.2593800000
2017-12-11 00:00:00+00:00,427.3500000000,512.0000000000,427.3500000000,508.7000000000,29763.1664400000
2017-12-12 00:00:00+00:00,508.4400000000,639.2700000000,494.8900000000,620.0000000000,59387.0225900000
2017-12-13 00:00:00+00:00,622.0000000000,705.6900000000,539.9300000000,683.9900000000,57694.1877300000
2017-12-14 00:00:00+00:00,683.9800000000,747.6000000000,630.5000000000,679.7600000000,60919.2690200000
2017-12-15 00:00:00+00:00,679.7600000000,689.0000000000,594.6000000000,674.9500000000,39778.1616500000
2017-12-16 00:00:00+00:00,673.7500000000,712.0000000000,669.2200000000,682.8100000000,26866.0533000000
2017-12-17 00:00:00+00:00,681.8000000000,728.0000000000,680.3300000000,707.6400000000,31398.4476000000
2017-12-18 00:00:00+00:00,707.6200000000,798.8800000000,638.0000000000,784.0000000000,45673.7077700000
2017-12-19 00:00:00+00:00,784.0000000000,864.9000000000,729.0100000000,798.0000000000,69423.6212500000
2017-12-20 00:00:00+00:00,798.0000000000,828.0000000000,661.0000000000,790.2100000000,72526.2841600000
2017-12-21 00:00:00+00:00,794.6200000000,845.9900000000,705.9800000000,782.4100000000,78222.5399800000
2017-12-22 00:00:00+00:00,784.0000000000,796.0000000000,504.9900000000,635.9700000000,154630.4948200000
2017-12-23 00:00:00+00:00,635.1500000000,714.9900000000,627.9700000000,640.3400000000,79001.0563400000
2017-12-24 00:00:00+00:00,640.3300000000,667.6400000000,563.4900000000,658.0000000000,95431.9415600000
2017-12-25 00:00:00+00:00,659.4000000000,744.0000000000,599.9900000000,714.9500000000,78544.8410200000
2017-12-26 00:00:00+00:00,713.1200000000,750.0000000000,712.5600000000,750.0000000000,60052.4790500000
2017-12-27 00:00:00+00:00,750.0000000000,766.0500000000,693.1800000000,739.8900000000,51339.2782000000
2017-12-28 00:00:00+00:00,739.8900000000,744.9300000000,645.8800000000,707.8900000000,72679.6128800000
