Date,open,high,low,close,volume,adj_close
2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,26500,76.77694702148438
2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,101.77999877929688,8600,77.1255111694336
2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859375,33750,78.095458984375
2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,103.04000091552734,59400,78.08030700683594
2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,103.30000305175781,9250,78.27733612060547
2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,103.26000213623047,59550,78.24700927734375
2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,103.36000061035156,49350,78.32279205322266
2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,105.04000091552734,19000,79.5958480834961
2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,104.72000122070312,19250,79.35336303710938
2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,104.16000366210938,18100,78.92900085449219
2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,103.30000305175781,33350,78.27733612060547
2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,104.83999633789062,24100,79.87574005126953
2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,15000,79.49479675292969
2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,105.0199966430664,49850,80.01290893554688
2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,104.5199966430664,15900,79.63197326660156
2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,104.36000061035156,44750,79.5100326538086
2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,104.72000122070312,17100,79.78433990478516
2010-10-04,105.26000213623047,105.26000213623047,103.5,103.83999633789062,88700,79.11385345458984
2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,106.12000274658203,19850,80.85094451904297
2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,105.94000244140625,276900,80.71383666992188
2010-10-07,106.5,106.5,105.31999969482422,105.87999725341797,49900,80.66809844970703
2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,106.68000030517578,61550,81.27762603759766
2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,14200,81.1404800415039
2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,107.12000274658203,42050,81.6128158569336
2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,107.76000213623047,74450,82.10042572021484
2010-10-14,107.69999694824219,107.81999969482422,106.80000305175781,107.36000061035156,19100,81.7956771850586
2010-10-15,108.04000091552734,108.08000183105469,106.72000122070312,107.55999755859375,54950,81.94805908203125
2010-10-18,107.62000274658203,108.44000244140625,107.44000244140625,108.33999633789062,22850,82.5423583984375
2010-10-19,107.13999938964844,107.68000030517578,106.0199966430664,106.62000274658203,38550,81.23188781738281
2010-10-20,106.94000244140625,108.16000366210938,106.94000244140625,107.76000213623047,22800,82.10042572021484
2010-10-21,108.26000213623047,108.76000213623047,107.30000305175781,107.91999816894531,29400,82.22234344482422
2010-10-22,108.16000366210938,108.19999694824219,107.94000244140625,108.18000030517578,24850,82.42045593261719
2010-10-25,109.0199966430664,109.27999877929688,108.45999908447266,108.5,29600,82.66424560546875
2010-10-26,107.91999816894531,108.55999755859375,107.87999725341797,108.4800033569336,15000,82.64901733398438
2010-10-27,107.73999786376953,108.22000122070312,107.22000122070312,108.13999938964844,17150,82.38995361328125
2010-10-28,108.76000213623047,108.81999969482422,107.76000213623047,108.22000122070312,19250,82.45088195800781
2010-10-29,108.0999984741211,108.41999816894531,108.0,108.30000305175781,13400,82.51189422607422
2010-11-01,108.91999816894531,109.41999816894531,107.76000213623047,108.36000061035156,51550,82.55757141113281
2010-11-02,109.22000122070312,109.41999816894531,108.86000061035156,109.19999694824219,26100,83.19754028320312
2010-11-03,109.41999816894531,109.66000366210938,108.31999969482422,109.66000366210938,31850,83.54803466796875
2010-11-04,110.9000015258789,111.80000305175781,110.73999786376953,111.72000122070312,49000,85.11751556396484
2010-11-05,111.9000015258789,112.30000305175781,111.68000030517578,112.16000366210938,48300,85.4527587890625
2010-11-08,111.87999725341797,112.08000183105469,111.5,112.0199966430664,43400,85.34607696533203
2010-11-09,112.18000030517578,112.30000305175781,110.80000305175781,111.13999938964844,35700,84.67559814453125
2010-11-10,111.16000366210938,111.5999984741211,110.31999969482422,111.55999755859375,28200,84.99562072753906
2010-11-11,110.68000030517578,111.27999877929688,110.41999816894531,111.19999694824219,24000,84.7213134765625
2010-11-12,110.4000015258789,110.86000061035156,109.37999725341797,109.81999969482422,39450,83.66992950439453
2010-11-15,110.30000305175781,110.5199966430664,109.63999938964844,109.72000122070312,202750,83.59371185302734
2010-11-16,109.0199966430664,109.0199966430664,107.4800033569336,107.95999908447266,32850,82.25285339355469
2010-11-17,108.05999755859375,108.45999908447266,107.77999877929688,108.04000091552734,42450,82.31377410888672
2010-11-18,109.08000183105469,109.91999816894531,109.08000183105469,109.63999938964844,26100,83.53279113769531
2010-11-19,109.5,109.94000244140625,109.04000091552734,109.9000015258789,20250,83.73089599609375
2010-11-22,109.41999816894531,109.80000305175781,108.58000183105469,109.80000305175781,25350,83.65471649169922
2010-11-23,108.55999755859375,108.63999938964844,107.91999816894531,108.26000213623047,142400,82.48140716552734
2010-11-24,108.94000244140625,109.77999877929688,108.94000244140625,109.66000366210938,30100,83.54803466796875
2010-11-26,108.95999908447266,109.4000015258789,108.81999969482422,109.04000091552734,32650,83.0756607055664
2010-11-29,108.36000061035156,109.16000366210938,107.66000366210938,108.94000244140625,46000,82.99948120117188
2010-11-30,107.95999908447266,108.86000061035156,107.81999969482422,108.18000030517578,91950,82.42045593261719
2010-12-01,109.91999816894531,110.73999786376953,109.87999725341797,110.62000274658203,33350,84.27943420410156
2010-12-02,110.73999786376953,112.0999984741211,110.73999786376953,112.05999755859375,60650,85.37651824951172
2010-12-03,111.66000366210938,112.45999908447266,111.63999938964844,112.33999633789062,184100,85.58988189697266
2010-12-06,112.16000366210938,112.41999816894531,112.0,112.19999694824219,64150,85.48321533203125
2010-12-07,113.33999633789062,113.37999725341797,112.19999694824219,112.23999786376953,109000,85.513671875
2010-12-08,112.4000015258789,112.73999786376953,111.95999908447266,112.69999694824219,69050,85.86414337158203
2010-12-09,113.33999633789062,113.33999633789062,112.66000366210938,113.12000274658203,54850,86.18414306640625
2010-12-10,113.4800033569336,113.87999725341797,113.22000122070312,113.80000305175781,73950,86.7022476196289
2010-12-13,114.31999969482422,114.44000244140625,113.81999969482422,113.86000061035156,77050,86.74797821044922
2010-12-14,114.12000274658203,114.36000061035156,113.66000366210938,113.91999816894531,59650,86.79363250732422
2010-12-15,113.73999786376953,114.19999694824219,113.23999786376953,113.41999816894531,43600,86.41272735595703
2010-12-16,113.55999755859375,114.16000366210938,113.12000274658203,114.08000183105469,60600,86.91555786132812
2010-12-17,114.0,114.33999633789062,113.81999969482422,114.23999786376953,59150,87.03742980957031
2010-12-20,114.58000183105469,114.73999786376953,113.95999908447266,114.4800033569336,72600,87.22029113769531
2010-12-21,114.86000061035156,115.30000305175781,114.77999877929688,115.18000030517578,76200,87.75363159179688
2010-12-22,115.33999633789062,115.5999984741211,115.23999786376953,115.5999984741211,108250,88.0736083984375
2010-12-23,115.44000244140625,115.5199966430664,115.16000366210938,115.41999816894531,57400,87.93646240234375
2010-12-27,114.45999908447266,115.0199966430664,114.4000015258789,114.9800033569336,71800,88.00230407714844
2010-12-28,115.22000122070312,115.22000122070312,114.80000305175781,115.0999984741211,56650,88.09416961669922
2010-12-29,115.31999969482422,115.44000244140625,115.19999694824219,115.19999694824219,53600,88.17069244384766
2010-12-30,115.12000274658203,115.26000213623047,114.87999725341797,115.0199966430664,78900,88.03288269042969
2010-12-31,114.86000061035156,115.13999938964844,114.68000030517578,115.13999938964844,145750,88.12474822998047
2011-01-03,115.94000244140625,116.66000366210938,115.9000015258789,116.22000122070312,119200,88.95133209228516
2011-01-04,116.55999755859375,116.55999755859375,115.5,116.12000274658203,108350,88.87480163574219
2011-01-05,115.86000061035156,116.80000305175781,115.72000122070312,116.73999786376953,717750,89.34935760498047
2011-01-06,116.83999633789062,116.91999816894531,116.22000122070312,116.54000091552734,72450,89.19625854492188
2011-01-07,116.69999694824219,116.86000061035156,115.4800033569336,116.30000305175781,82250,89.01256561279297
2011-01-10,115.87999725341797,116.27999877929688,115.4800033569336,116.19999694824219,124500,88.93605041503906
2011-01-11,116.66000366210938,116.83999633789062,116.12000274658203,116.58000183105469,131700,89.22689819335938
2011-01-12,117.31999969482422,117.72000122070312,117.0999984741211,117.62000274658203,107350,90.02287292480469
2011-01-13,117.68000030517578,117.73999786376953,117.16000366210938,117.45999908447266,96050,89.90042114257812
2011-01-14,117.30000305175781,118.33999633789062,117.26000213623047,118.30000305175781,193400,90.54331970214844
2011-01-18,118.26000213623047,118.58000183105469,118.04000091552734,118.5,194900,90.6963882446289
2011-01-19,118.44000244140625,118.5,117.0199966430664,117.31999969482422,111950,89.79325866699219
2011-01-20,117.08000183105469,117.37999725341797,116.31999969482422,117.18000030517578,103450,89.68611145019531
2011-01-21,117.9000015258789,118.13999938964844,117.31999969482422,117.44000244140625,117950,89.88509368896484
2011-01-24,117.4000015258789,118.19999694824219,117.37999725341797,118.16000366210938,455900,90.43614196777344
2011-01-25,117.80000305175781,118.19999694824219,117.19999694824219,118.12000274658203,226550,90.40557098388672
2011-01-26,118.44000244140625,118.94000244140625,118.23999786376953,118.73999786376953,109250,90.88011169433594
2011-01-27,118.68000030517578,119.0999984741211,118.4800033569336,118.9000015258789,297250,91.00253295898438
2011-01-28,119.08000183105469,119.22000122070312,116.68000030517578,116.80000305175781,891400,89.39523315429688
2011-01-31,117.22000122070312,117.80000305175781,116.94000244140625,117.69999694824219,140550,90.08409118652344
2011-02-01,118.4800033569336,119.77999877929688,118.37999725341797,119.54000091552734,147400,91.49237823486328
2011-02-02,119.23999786376953,119.66000366210938,119.23999786376953,119.33999633789062,91000,91.33930206298828
2011-02-03,119.19999694824219,119.80000305175781,118.5,119.63999938964844,72250,91.56892395019531
2011-02-04,119.69999694824219,120.0199966430664,119.13999938964844,119.95999908447266,97050,91.81385040283203
2011-02-07,120.30000305175781,121.12000274658203,120.26000213623047,120.72000122070312,118050,92.3955307006836
2011-02-08,120.87999725341797,121.30000305175781,120.5999984741211,121.27999877929688,153500,92.82412719726562
2011-02-09,120.9800033569336,121.27999877929688,120.45999908447266,120.9800033569336,139650,92.59452819824219
2011-02-10,120.4000015258789,121.16000366210938,120.16000366210938,121.0199966430664,125200,92.6251220703125
2011-02-11,120.5999984741211,121.91999816894531,120.55999755859375,121.77999877929688,149200,93.20680236816406
2011-02-14,121.72000122070312,122.13999938964844,121.58000183105469,122.08000183105469,92200,93.43643951416016
2011-02-15,121.72000122070312,121.86000061035156,121.37999725341797,121.63999938964844,82150,93.0996322631836
2011-02-16,122.0999984741211,122.5999984741211,121.9800033569336,122.41999816894531,94300,93.6966552734375
2011-02-17,122.05999755859375,122.95999908447266,121.95999908447266,122.87999725341797,158250,94.04872131347656
2011-02-18,122.95999908447266,123.22000122070312,122.68000030517578,123.08000183105469,120800,94.20179748535156
2011-02-22,121.68000030517578,122.37999725341797,120.23999786376953,120.55999755859375,288400,92.2730484008789
2011-02-23,120.5,120.76000213623047,119.0999984741211,119.87999725341797,276000,91.75260925292969
2011-02-24,119.66000366210938,120.16000366210938,118.66000366210938,119.76000213623047,241300,91.66075897216797
2011-02-25,120.33999633789062,121.12000274658203,120.19999694824219,121.05999755859375,106350,92.6557388305664
2011-02-28,121.54000091552734,121.94000244140625,121.16000366210938,121.77999877929688,208350,93.20680236816406
2011-03-01,122.27999877929688,122.30000305175781,119.69999694824219,119.69999694824219,235350,91.6148452758789
2011-03-02,119.62000274658203,120.55999755859375,119.5,120.04000091552734,176350,91.8750991821289
2011-03-03,121.08000183105469,122.23999786376953,121.08000183105469,122.0999984741211,136450,93.45172119140625
2011-03-04,122.05999755859375,122.05999755859375,120.4000015258789,121.19999694824219,168250,92.76290893554688
2011-03-07,121.5999984741211,121.73999786376953,119.5999984741211,120.13999938964844,155200,91.95160675048828
2011-03-08,120.41999816894531,121.62000274658203,119.95999908447266,121.26000213623047,106350,92.80882263183594
2011-03-09,121.05999755859375,121.37999725341797,120.5,121.12000274658203,116450,92.70166015625
2011-03-10,119.87999725341797,119.87999725341797,118.76000213623047,118.9000015258789,267850,91.00253295898438
2011-03-11,118.4000015258789,120.13999938964844,118.4000015258789,119.69999694824219,134350,91.6148452758789
2011-03-14,118.95999908447266,119.26000213623047,118.05999755859375,119.0,146100,91.07908630371094
2011-03-15,115.81999969482422,118.23999786376953,115.62000274658203,117.68000030517578,346800,90.06878662109375
2011-03-16,117.26000213623047,117.55999755859375,114.63999938964844,115.44000244140625,339900,88.35433959960938
2011-03-17,117.13999938964844,117.4000015258789,116.23999786376953,116.87999725341797,176200,89.45651245117188
2011-03-18,118.4000015258789,118.4000015258789,117.13999938964844,117.37999725341797,127700,89.83916473388672
2011-03-21,118.83999633789062,119.37999725341797,118.68000030517578,119.16000366210938,136100,91.2015609741211
2011-03-22,119.18000030517578,119.30000305175781,118.69999694824219,118.73999786376953,137800,90.88011169433594
2011-03-23,118.5199966430664,119.41999816894531,117.94000244140625,119.12000274658203,204150,91.1709213256836
2011-03-24,119.81999969482422,120.37999725341797,119.19999694824219,120.23999786376953,110800,92.02813720703125
2011-03-25,120.0199966430664,120.58000183105469,119.77999877929688,120.05999755859375,134300,92.30184173583984
2011-03-28,120.37999725341797,120.63999938964844,119.76000213623047,119.80000305175781,166150,92.1019515991211
2011-03-29,119.69999694824219,120.62000274658203,119.30000305175781,120.58000183105469,110950,92.70159912109375
2011-03-30,121.23999786376953,121.73999786376953,121.12000274658203,121.4000015258789,105550,93.33204650878906
2011-03-31,121.30000305175781,121.55999755859375,121.0999984741211,121.23999786376953,127500,93.20903015136719
2011-04-01,122.12000274658203,122.33999633789062,121.5,121.80000305175781,70400,93.63955688476562
2011-04-04,122.0999984741211,122.26000213623047,121.5199966430664,121.86000061035156,78800,93.68565368652344
2011-04-05,121.55999755859375,122.31999969482422,121.55999755859375,121.86000061035156,204950,93.68565368652344
2011-04-06,122.4800033569336,122.5,121.77999877929688,122.22000122070312,142900,93.96244049072266
2011-04-07,122.05999755859375,122.5,121.36000061035156,122.0,107150,93.79331970214844
2011-04-08,122.5,122.5199966430664,121.0199966430664,121.54000091552734,86850,93.43968200683594
2011-04-11,121.68000030517578,122.0199966430664,120.91999816894531,121.12000274658203,139650,93.11675262451172
2011-04-12,120.5,120.5999984741211,119.80000305175781,120.23999786376953,104800,92.44022369384766
2011-04-13,120.83999633789062,120.9000015258789,119.80000305175781,120.27999877929688,185100,92.47095489501953
2011-04-14,119.58000183105469,120.5,119.16000366210938,120.30000305175781,78450,92.48635864257812
2011-04-15,120.5,121.04000091552734,120.22000122070312,120.72000122070312,79700,92.80924224853516
2011-04-18,119.30000305175781,119.5999984741211,118.44000244140625,119.4000015258789,151650,91.7944564819336
2011-04-19,119.62000274658203,120.13999938964844,119.31999969482422,120.13999938964844,78900,92.36334991455078
2011-04-20,121.58000183105469,121.9800033569336,121.4800033569336,121.76000213623047,173250,93.60881805419922
2011-04-21,122.37999725341797,122.37999725341797,121.94000244140625,122.30000305175781,197850,94.02392578125
2011-04-25,122.31999969482422,122.4000015258789,121.81999969482422,122.18000030517578,99000,93.93170928955078
2011-04-26,122.62000274658203,123.5,122.5199966430664,123.23999786376953,85050,94.7466049194336
2011-04-27,123.55999755859375,124.23999786376953,123.0,124.04000091552734,72850,95.36164855957031
2011-04-28,123.9000015258789,124.5999984741211,123.86000061035156,124.44000244140625,66050,95.669189453125
2011-04-29,124.5,124.87999725341797,124.41999816894531,124.80000305175781,99000,95.9459457397461
2011-05-02,125.44000244140625,125.44000244140625,124.31999969482422,124.5199966430664,131000,95.73065185546875
2011-05-03,124.36000061035156,124.5199966430664,123.5,124.12000274658203,66500,95.42314147949219
2011-05-04,124.0999984741211,124.0999984741211,122.77999877929688,123.27999877929688,107000,94.77735900878906
2011-05-05,122.62000274658203,123.36000061035156,121.63999938964844,122.19999694824219,98950,93.94705200195312
2011-05-06,123.4800033569336,124.0,122.27999877929688,122.77999877929688,138550,94.39297485351562
2011-05-09,122.80000305175781,123.58000183105469,122.58000183105469,123.27999877929688,66000,94.77735900878906
2011-05-10,123.66000366210938,124.4800033569336,123.5199966430664,124.30000305175781,175550,95.5615234375
2011-05-11,124.12000274658203,124.12000274658203,122.41999816894531,122.9800033569336,174400,94.54672241210938
2011-05-12,122.68000030517578,123.73999786376953,122.0199966430664,123.63999938964844,113500,95.05412292480469
2011-05-13,123.62000274658203,123.69999694824219,122.19999694824219,122.55999755859375,126400,94.22383880615234
